id,id_cliente,producto,precio
697,41,Flour - Chickpea,4.45
698,75,Mousse - Passion Fruit,26.85
699,30,Pernod,34.48
700,39,Schnappes Peppermint - Walker,17.99
701,7,Carbonated Water - Strawberry,9.44
702,55,Dome Lid Clear P92008h,8.88
703,60,Container - Clear 16 Oz,8.27
704,84,Garlic - Peeled,23.34
705,43,Beer - Maudite,48.43
706,73,Lamb Rack - Ontario,49.82
707,63,"Stock - Veal, Brown",9.15
708,10,Shrimp - Black Tiger 26/30,11.82
709,65,Yoghurt Tubes,43.52
710,98,Cardamon Seed / Pod,6.06
711,91,"Tart Shells - Sweet, 2",10.08
712,39,Bar Nature Valley,26.8
713,71,Haggis,18.24
714,66,Tea - Orange Pekoe,49.83
715,3,Energy - Boo - Koo,13.28
716,49,Pork Loin Bine - In Frenched,24.21
717,58,Muffin - Mix - Mango Sour Cherry,5.43
718,45,Lemon Pepper,4.37
719,38,,
720,65,Broom Handle,18.4
721,96,Puree - Kiwi,37.31
722,97,Lettuce - Escarole,40.71
723,59,Pepper - Chili Powder,37.65
724,37,Cheese - Sheep Milk,36.98
725,72,Lemon Grass,46.37
726,65,Tea - Orange Pekoe,27.17
727,93,Wine - Domaine Boyar Royal,39.9
728,32,Smoked Paprika,38.12
729,63,Cranberries - Dry,11.79
730,47,Wine - Rosso Toscano Igt,13.11
731,88,Buffalo - Short Rib Fresh,10.12
732,21,Plasticknivesblack,20.93
733,73,Piping Jelly - All Colours,40.09
734,15,Cake - Miini Cheesecake Cherry,44.49
735,81,Sauce - Alfredo,28.08
736,23,Pastry - Choclate Baked,9.66
737,47,Wine - Beaujolais Villages,8.95
738,17,Truffle - Peelings,28.46
739,62,Table Cloth 120 Round White,27.19
740,70,Chips - Assorted,17.91
741,2,Coffee - Cafe Moreno,34.51
742,89,Beef - Top Butt Aaa,9.41
743,74,Venison - Denver Leg Boneless,7.99
744,1,"Asparagus - White, Fresh",10.89
745,92,"Beef - Tongue, Cooked",41.34
746,95,Syrup - Pancake,37.35
747,32,"Pasta - Rotini, Colour, Dry",43.05
748,25,Soup - Campbells Mac N Cheese,11.7
749,44,"Salt - Rock, Course",28.08
750,17,Dome Lid Clear P92008h,25.35
751,40,"Tomatoes - Vine Ripe, Red",38.03
752,58,Bread - Malt,42.12
753,21,"Nut - Walnut, Chopped",49.19
754,66,Vanilla Beans,29.74
755,16,Arizona - Green Tea,13.71
756,36,"Cheese - Havarti, Salsa",43.82
757,2,"Yogurt - Raspberry, 175 Gr",26.19
758,63,"Soup - Knorr, Country Bean",7.87
759,1,Chicken - Ground,5.36
760,37,Shallots,34.7
761,59,Dragon Fruit,31.54
762,77,Muffin - Mix - Mango Sour Cherry,29.0
763,80,"Beans - Kidney, Red Dry",45.61
764,50,Muffin Batt - Blueberry Passion,29.92
765,38,Apple - Royal Gala,2.51
766,72,Wine - Taylors Reserve,11.61
767,15,Puree - Pear,2.59
768,1,Vinegar - White,6.24
769,44,Temperature Recording Station,38.08
770,84,Crush - Cream Soda,12.39
771,66,"Pepper - Chipotle, Canned",26.89
772,15,Sea Bass - Fillets,6.89
773,43,Lettuce - Green Leaf,25.72
774,28,"Apple - Delicious, Red",7.97
775,14,Herb Du Provence - Primerba,34.51
776,67,Rice - Aborio,36.38
777,44,Cheese - Provolone,12.91
778,65,Shrimp - Black Tiger 8 - 12,34.84
779,51,Ginsing - Fresh,27.3
780,32,,
781,31,Wine - Chianti Classica Docg,10.4
782,63,Apple - Granny Smith,45.4
783,36,Arrowroot,12.5
784,34,Flower - Leather Leaf Fern,4.94
785,16,"Coconut - Creamed, Pure",24.27
786,12,Sprouts - Alfalfa,44.98
787,98,Turkey Leg With Drum And Thigh,18.45
788,68,,
789,99,Paper Cocktail Umberlla 80 - 180,45.34
790,39,Fennel - Seeds,20.69
791,1,"Cheese - Havarti, Roasted Garlic",30.4
792,78,Steampan Lid,2.72
793,61,Burger Veggie,37.42
794,44,Wine - Chardonnay South,24.88
795,72,Jolt Cola - Red Eye,22.23
796,35,Pate - Cognac,34.96
797,69,"Juice - Grapefruit, 341 Ml",20.32
798,90,"Clams - Littleneck, Whole",10.17
799,70,Steel Wool S.o.s,24.91
800,55,Sherbet - Raspberry,11.16
801,42,Island Oasis - Wildberry,32.72
802,24,"Leeks - Baby, White",16.29
803,68,"Pork - Back, Short Cut, Boneless",2.4
804,6,Tea - Green,4.54
805,46,Asparagus - Mexican,27.81
806,10,Pail With Metal Handle 16l White,49.64
807,99,Napkin White - Starched,36.4
808,9,Apple - Fuji,18.52
809,46,Wakami Seaweed,12.55
810,6,Pork - Ham Hocks - Smoked,9.38
811,74,Chevere Logs,25.24
812,48,Bagel - Everything,5.51
813,100,Cabbage - Red,46.15
814,72,Bagel - Plain,34.36
815,52,Figs,12.18
816,85,"Champagne - Brights, Dry",40.51
817,52,Sproutsmustard Cress,10.48
818,27,Garbage Bags - Clear,14.91
819,95,"Carrots - Mini, Stem On",45.06
820,52,Wine - Remy Pannier Rose,37.13
821,93,Chinese Lemon Pork,3.91
822,3,,
823,87,Butter - Unsalted,46.6
824,93,Sambuca - Opal Nera,13.17
825,57,"Pasta - Cannelloni, Sheets, Fresh",23.34
826,90,"Beef - Rouladin, Sliced",3.85
827,70,Sour Puss Sour Apple,24.23
828,72,Syrup - Monin - Passion Fruit,19.31
829,98,Fondant - Icing,26.52
830,38,Piping Jelly - All Colours,25.73
831,97,Versatainer Nc - 8288,44.75
832,22,Hog / Sausage Casing - Pork,4.3
833,65,Sprouts - Peppercress,41.54
834,21,Apples - Sliced / Wedge,1.69
835,87,Lobster - Canned Premium,3.2
836,18,Petite Baguette,6.15
837,47,"Wine - White, Schroder And Schyl",44.03
838,12,Dooleys Toffee,21.23
839,22,"Pineapple - Canned, Rings",8.2
840,68,Wine - Chateau Timberlay,5.33
841,75,Gelatine Leaves - Envelopes,21.23
842,8,Skirt - 24 Foot,27.36
843,56,Broccoli - Fresh,18.98
844,88,"Napkin - Cocktail,beige 2 - Ply",10.42
845,95,Cheese - Brick With Onion,44.76
846,18,"Croissant, Raw - Mini",44.04
847,67,"Dill - Primerba, Paste",45.91
848,7,Glaze - Apricot,37.03
849,4,,
850,42,Sour Cream,11.48
851,66,Roe - Flying Fish,1.07
852,90,,
853,70,Chinese Foods - Chicken Wing,26.44
854,63,Soup Campbells Turkey Veg.,44.81
855,58,Wine - Placido Pinot Grigo,13.31
856,56,Cognac - Courvaisier,14.18
857,54,Lemonade - Pineapple Passion,15.2
858,33,Remy Red Berry Infusion,20.94
859,65,Olives - Nicoise,11.0
860,38,Thyme - Dried,14.52
861,91,Kellogs Cereal In A Cup,19.92
862,47,"Oil - Truffle, Black",37.17
863,62,"Salmon - Atlantic, Skin On",30.68
864,58,Appetizer - Chicken Satay,49.8
865,27,Carbonated Water - Blackcherry,14.4
866,34,,
867,21,Pear - Prickly,32.07
868,20,Chocolate - Sugar Free Semi Choc,9.56
869,93,Sprouts - Pea,3.02
870,21,Cotton Wet Mop 16 Oz,15.27
871,98,Cheese - Cambozola,40.4
872,57,Lid Coffee Cup 8oz Blk,26.72
873,6,Lettuce - Spring Mix,5.82
874,57,Assorted Desserts,49.7
875,25,"Juice - Clamato, 341 Ml",36.17
876,15,Tea - Lemon Scented,23.21
877,39,Flax Seed,34.57
878,78,Towel - Roll White,2.6
879,48,Muffin Batt - Choc Chk,46.75
880,97,Carbonated Water - Blackcherry,15.42
881,10,"Beef - Roasted, Cooked",18.0
882,20,,
883,79,Nantucket - Orange Mango Cktl,6.84
884,14,"Chicken - Diced, Cooked",48.11
885,69,"Vermouth - Sweet, Cinzano",36.61
886,69,Bay Leaf Fresh,47.33
887,76,"Wine - White, French Cross",38.4
888,13,Bread - Granary Small Pull,39.05
889,1,Sobe - Liz Blizz,19.52
890,82,"Chicken - Diced, Cooked",16.04
891,92,Beer - Camerons Cream Ale,39.75
892,1,Chips - Doritos,32.63
893,66,Vaccum Bag 10x13,10.62
894,46,Pants Custom Dry Clean,38.56
895,6,Kumquat,9.8
896,48,Ham - Virginia,30.18
897,63,Cookies Almond Hazelnut,26.5
898,44,Juice - Happy Planet,29.51
899,54,Beer - Creemore,29.63
900,92,"Shrimp - 16/20, Iqf, Shell On",40.54
901,34,"Garlic - Primerba, Paste",29.68
902,53,Artichoke - Fresh,4.02
903,37,Apple - Granny Smith,18.16
904,22,Fiddlehead - Frozen,33.64
905,28,Basil - Pesto Sauce,2.46
906,64,"Appetizer - Mini Egg Roll, Shrimp",3.77
907,11,Coffee Beans - Chocolate,15.94
908,42,Pate - Liver,10.78
909,14,Trueblue - Blueberry 12x473ml,6.52
910,80,Oranges,37.87
911,69,Icecream - Dstk Super Cone,23.15
912,31,Spice - Paprika,21.34
913,40,Coffee Cup 12oz 5342cd,33.17
914,76,"Wine - White, Gewurtzraminer",1.82
915,36,Tomato Paste,40.59
916,78,Beef Dry Aged Tenderloin Aaa,36.73
917,45,Wine - Casillero Deldiablo,25.86
918,52,Tuna - Loin,37.83
919,45,Wine - Two Oceans Cabernet,45.18
920,79,,
921,10,"Trout - Rainbow, Frozen",14.59
922,99,Langers - Mango Nectar,8.18
923,76,Praline Paste,28.84
924,46,Wine - Merlot Vina Carmen,42.29
925,54,"Lid - High Heat, Super Clear",41.24
926,75,"Zucchini - Mini, Green",40.54
927,80,"Tabasco Sauce, 2 Oz",16.3
928,67,Truffle - Peelings,17.0
929,21,Shrimp - 100 / 200 Cold Water,9.31
930,70,Muffin Chocolate Individual Wrap,2.46
931,56,Peach - Halves,5.65
932,88,Milk - 2% 250 Ml,7.61
933,97,Salmon Steak - Cohoe 6 Oz,23.59
934,91,Cheese - Brick With Pepper,49.93
935,5,"Tomatoes - Cherry, Yellow",29.54
936,75,Wine - Piper Heidsieck Brut,9.9
937,64,Water - Tonic,32.09
938,26,Longos - Lasagna Beef,41.72
939,73,Veal - Striploin,43.12
940,68,Apple - Custard,42.08
941,69,Water Chestnut - Canned,21.7
942,27,"Chicken - Base, Ultimate",33.53
943,69,Pears - Fiorelle,18.3
944,61,Onion Powder,31.23
945,41,Table Cloth 90x90 White,7.19
946,38,Onion - Dried,15.93
947,96,Pastry - Apple Large,48.8
948,80,Boogies,22.85
949,18,Watercress,34.63
950,96,Container - Foam Dixie 12 Oz,43.27
951,31,,
952,58,Bacardi Breezer - Tropical,40.47
953,21,Cocoa Feuilletine,20.28
954,10,Coffee Caramel Biscotti,1.4
955,68,"Juice - Grape, White",14.21
956,9,Beer - Maudite,19.98
957,73,Ginsing - Fresh,9.0
958,81,Sauce - Roasted Red Pepper,20.66
959,96,Teriyaki Sauce,10.42
960,88,Eggplant Oriental,41.57
961,92,Oil - Avocado,39.95
962,90,"Mop Head - Cotton, 24 Oz",14.51
963,43,Wine - Carmenere Casillero Del,39.79
964,1,Cheese - Asiago,48.2
965,41,Guava,25.67
966,5,Cheese - Pont Couvert,40.65
967,17,Cod - Black Whole Fillet,29.07
968,41,Shrimp - Black Tiger 16/20,29.44
969,42,Sobe - Orange Carrot,7.17
970,65,Soap - Pine Sol Floor Cleaner,28.25
971,98,"Wine - Red, Wolf Blass, Yellow",8.15
972,79,"Wine - Red, Black Opal Shiraz",1.3
973,71,,
974,15,Juice - V8 Splash,26.88
975,74,Pop Shoppe Cream Soda,35.55
976,79,Onion - Dried,33.36
977,57,Puree - Blackcurrant,9.17
978,91,Shortbread - Cookie Crumbs,2.76
979,50,Pimento - Canned,41.78
980,47,Phyllo Dough,47.51
981,77,Sping Loaded Cup Dispenser,31.51
982,53,Juice - Lagoon Mango,44.93
983,76,"Pasta - Lasagna, Dry",23.71
984,50,Onions - Red,31.36
985,90,Yeast Dry - Fleischman,36.21
986,8,Lobster - Live,29.15
987,46,"Crab - Claws, Snow 16 - 24",23.49
988,69,Cream - 18%,20.77
989,11,Alize Sunset,31.72
990,15,Nantucket Apple Juice,24.6
991,64,"Syrup - Golden, Lyles",12.19
992,97,Beans - French,21.15
993,35,"Potatoes - Purple, Organic",39.15
994,92,"Fish - Scallops, Cold Smoked",44.69
995,1,Coffee - Decaffeinato Coffee,39.56
996,15,Plate Pie Foil,27.43
997,42,"Flour - Buckwheat, Dark",13.63
998,54,Bacardi Limon,31.74
999,28,Pastry - Chocolate Chip Muffin,25.86
1000,17,"Doilies - 5, Paper",12.75
